"id","city","lat","long","alt","date","tmax","tmin","month","day","year","daily_Cd","daily_Ca","Cd_cumsum","Ca_cumsum","diff_Ca_Cd","diff_Ca_Cd_cumsum"
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-01,5,0,3,1,2023,-2.5,0,-195.678783409263,11.05,-2.5,30.5712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-02,5,2,3,2,2023,-1.5,0,-197.178783409263,11.05,-1.5,29.0712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-03,6,1,3,3,2023,-2.5,0,-199.678783409263,11.05,-2.5,26.5712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-04,5,1,3,4,2023,-2,0,-201.678783409263,11.05,-2,24.5712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-05,6,2,3,5,2023,-2,0,-203.678783409263,11.05,-2,22.5712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-06,5,1,3,6,2023,-2,0,-205.678783409263,11.05,-2,20.5712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-07,5,1,3,7,2023,-2,0,-207.678783409263,11.05,-2,18.5712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-08,6,2,3,8,2023,-2,0,-209.678783409263,11.05,-2,16.5712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-09,8,1,3,9,2023,-3,0.5,-212.678783409263,11.55,-2.5,14.0712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-10,9,1,3,10,2023,-3,1,-215.678783409263,12.55,-2,12.0712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-11,9,2,3,11,2023,-2.5,1,-218.178783409263,13.55,-1.5,10.5712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-12,9,3,3,12,2023,-2,1,-220.178783409263,14.55,-1,9.57121659073656
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-13,9,4,3,13,2023,-1.5,1,-221.678783409263,15.55,-0.5,9.07121659073656
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-14,9,3,3,14,2023,-2,1,-223.678783409263,16.55,-1,8.07121659073656
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-15,9,2,3,15,2023,-2.5,1,-226.178783409263,17.55,-1.5,6.57121659073656
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-16,8,1,3,16,2023,-3,0.5,-229.178783409263,18.05,-2.5,4.07121659073656
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-17,8,2,3,17,2023,-2.5,0.5,-231.678783409263,18.55,-2,2.07121659073656
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-18,9,3,3,18,2023,-2,1,-233.678783409263,19.55,-1,1.07121659073656
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-19,10,4,3,19,2023,-1.5,1.5,-235.178783409263,21.05,0,1.07121659073656
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-20,10,4,3,20,2023,-1.5,1.5,-236.678783409263,22.55,0,1.07121659073656
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-21,10,4,3,21,2023,-1.5,1.5,-238.178783409263,24.05,0,1.07121659073656
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-22,10,2,3,22,2023,-2.5,1.5,-240.678783409263,25.55,-1,0.0712165907365603
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-23,10,4,3,23,2023,-1.5,1.5,-242.178783409263,27.05,0,0.0712165907365603
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-24,10,4,3,24,2023,-1.5,1.5,-243.678783409263,28.55,0,0.0712165907365603
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-25,10,4,3,25,2023,-1.5,1.5,-245.178783409263,30.05,0,0.0712165907365603
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-26,10,3,3,26,2023,-2,1.5,-247.178783409263,31.55,-0.5,-0.42878340926344
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-27,10,1,3,27,2023,-3,1.5,-250.178783409263,33.05,-1.5,-1.92878340926344
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-28,10,1,3,28,2023,-3,1.5,-253.178783409263,34.55,-1.5,-3.42878340926344
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-29,9,4,3,29,2023,-1.5,1,-254.678783409263,35.55,-0.5,-3.92878340926344
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-30,9,5,3,30,2023,-1,1,-255.678783409263,36.55,0,-3.92878340926344
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-03-31,10,5,3,31,2023,-1,1.5,-256.678783409263,38.05,0.5,-3.42878340926344
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-01,10,2,4,1,2023,-2.5,1.5,-259.178783409263,39.55,-1,-4.42878340926344
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-02,10,6,4,2,2023,-0.5,1.5,-259.678783409263,41.05,1,-3.42878340926344
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-03,12,5,4,3,2023,-1,2.5,-260.678783409263,43.55,1.5,-1.92878340926344
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-04,13,3,4,4,2023,-2,3,-262.678783409263,46.55,1,-0.92878340926344
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-05,11,3,4,5,2023,-2,2,-264.678783409263,48.55,0,-0.92878340926344
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-06,11,4,4,6,2023,-1.5,2,-266.178783409263,50.55,0.5,-0.42878340926344
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-07,12,3,4,7,2023,-2,2.5,-268.178783409263,53.05,0.5,0.0712165907365603
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-08,11,3,4,8,2023,-2,2,-270.178783409263,55.05,0,0.0712165907365603
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-09,12,4,4,9,2023,-1.5,2.5,-271.678783409263,57.55,1,1.07121659073656
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-10,11,5,4,10,2023,-1,2,-272.678783409263,59.55,1,2.07121659073656
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-11,12,4,4,11,2023,-1.5,2.5,-274.178783409263,62.05,1,3.07121659073656
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-12,13,5,4,12,2023,-1,3,-275.178783409263,65.05,2,5.07121659073656
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-13,13,6,4,13,2023,-0.5,3,-275.678783409263,68.05,2.5,7.57121659073656
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-14,13,7,4,14,2023,0,3,-275.678783409263,71.05,3,10.5712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-15,13,8,4,15,2023,0,3.5,-275.678783409263,74.55,3.5,14.0712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-16,13,9,4,16,2023,0,4,-275.678783409263,78.55,4,18.0712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-17,14,8,4,17,2023,0,4,-275.678783409263,82.55,4,22.0712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-18,16,7,4,18,2023,0,4.5,-275.678783409263,87.05,4.5,26.5712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-19,16,8,4,19,2023,0,5,-275.678783409263,92.05,5,31.5712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-20,16,8,4,20,2023,0,5,-275.678783409263,97.05,5,36.5712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-21,16,8,4,21,2023,0,5,-275.678783409263,102.05,5,41.5712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-22,16,8,4,22,2023,0,5,-275.678783409263,107.05,5,46.5712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-23,17,9,4,23,2023,0,6,-275.678783409263,113.05,6,52.5712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-24,17,9,4,24,2023,0,6,-275.678783409263,119.05,6,58.5712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-25,17,8,4,25,2023,0,5.5,-275.678783409263,124.55,5.5,64.0712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-26,18,8,4,26,2023,0,6,-275.678783409263,130.55,6,70.0712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-27,18,9,4,27,2023,0,6.5,-275.678783409263,137.05,6.5,76.5712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-28,17,9,4,28,2023,0,6,-275.678783409263,143.05,6,82.5712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-29,18,9,4,29,2023,0,6.5,-275.678783409263,149.55,6.5,89.0712165907366
"CA001108395","Vancouver",49.2237,"–123.1636",24,2023-04-30,18,10,4,30,2023,0,7,-275.678783409263,156.55,7,96.0712165907366
